1995,1,1,0,元日
1995,1,2,1,振替休日
1995,1,9,1,成人の日
1995,2,11,6,建国記念の日
1995,3,21,2,春分の日
1995,4,29,6,昭和の日
1995,5,3,3,憲法記念日
1995,5,4,4,みどりの日
1995,5,5,5,こどもの日
1995,7,17,1,海の日
1995,9,18,1,敬老の日
1995,9,23,6,秋分の日
1995,10,9,1,体育の日
1995,11,3,5,文化の日
1995,11,23,4,勤労感謝の日
1995,12,23,6,天皇誕生日
1996,1,1,1,元日
1996,1,8,1,成人の日
1996,2,11,0,建国記念の日
1996,2,12,1,振替休日
1996,3,20,3,春分の日
1996,4,29,1,昭和の日
1996,5,3,5,憲法記念日
1996,5,4,6,みどりの日
1996,5,5,0,こどもの日
1996,5,6,1,振替休日
1996,7,15,1,海の日
1996,9,16,1,敬老の日
1996,9,23,1,秋分の日
1996,10,14,1,体育の日
1996,11,3,0,文化の日
1996,11,4,1,振替休日
1996,11,23,6,勤労感謝の日
1996,12,23,1,天皇誕生日
1997,1,1,3,元日
1997,1,13,1,成人の日
1997,2,11,2,建国記念の日
1997,3,20,4,春分の日
1997,4,29,2,昭和の日
1997,5,3,6,憲法記念日
1997,5,4,0,みどりの日
1997,5,5,1,振替休日
1997,5,5,1,こどもの日
1997,7,21,1,海の日
1997,9,15,1,敬老の日
1997,9,23,2,秋分の日
1997,10,13,1,体育の日
1997,11,3,1,文化の日
1997,11,23,0,勤労感謝の日
1997,11,24,1,振替休日
1997,12,23,2,天皇誕生日
1998,1,1,4,元日
1998,1,12,1,成人の日
1998,2,11,3,建国記念の日
1998,3,21,6,春分の日
1998,4,29,3,昭和の日
1998,5,3,0,憲法記念日
1998,5,4,1,振替休日
1998,5,4,1,みどりの日
1998,5,5,2,こどもの日
1998,7,20,1,海の日
1998,9,21,1,敬老の日
1998,9,23,3,秋分の日
1998,10,12,1,体育の日
1998,11,3,2,文化の日
1998,11,23,1,勤労感謝の日
1998,12,23,3,天皇誕生日
1999,1,1,5,元日
1999,1,11,1,成人の日
1999,2,11,4,建国記念の日
1999,3,21,0,春分の日
1999,3,22,1,振替休日
1999,4,29,4,昭和の日
1999,5,3,1,憲法記念日
1999,5,4,2,みどりの日
1999,5,5,3,こどもの日
1999,7,19,1,海の日
1999,9,20,1,敬老の日
1999,9,23,4,秋分の日
1999,10,11,1,体育の日
1999,11,3,3,文化の日
1999,11,23,2,勤労感謝の日
1999,12,23,4,天皇誕生日
2000,1,1,6,元日
2000,1,10,1,成人の日
2000,2,11,5,建国記念の日
2000,3,20,1,春分の日
2000,4,29,6,昭和の日
2000,5,3,3,憲法記念日
2000,5,4,4,みどりの日
2000,5,5,5,こどもの日
2000,7,17,1,海の日
2000,9,18,1,敬老の日
2000,9,23,6,秋分の日
2000,10,9,1,体育の日
2000,11,3,5,文化の日
2000,11,23,4,勤労感謝の日
2000,12,23,6,天皇誕生日
2001,1,1,1,元日
2001,1,8,1,成人の日
2001,2,11,0,建国記念の日
2001,2,12,1,振替休日
2001,3,20,2,春分の日
2001,4,29,0,昭和の日
2001,4,30,1,振替休日
2001,5,3,4,憲法記念日
2001,5,4,5,みどりの日
2001,5,5,6,こどもの日
2001,7,16,1,海の日
2001,9,17,1,敬老の日
2001,9,23,0,秋分の日
2001,9,24,1,振替休日
2001,10,8,1,体育の日
2001,11,3,6,文化の日
2001,11,23,5,勤労感謝の日
2001,12,23,0,天皇誕生日
2001,12,24,1,振替休日
2002,1,1,2,元日
2002,1,14,1,成人の日
2002,2,11,1,建国記念の日
2002,3,21,4,春分の日
2002,4,29,1,昭和の日
2002,5,3,5,憲法記念日
2002,5,4,6,みどりの日
2002,5,5,0,こどもの日
2002,5,6,1,振替休日
2002,7,15,1,海の日
2002,9,16,1,敬老の日
2002,9,23,1,秋分の日
2002,10,14,1,体育の日
2002,11,3,0,文化の日
2002,11,4,1,振替休日
2002,11,23,6,勤労感謝の日
2002,12,23,1,天皇誕生日
2003,1,1,3,元日
2003,1,13,1,成人の日
2003,2,11,2,建国記念の日
2003,3,21,5,春分の日
2003,4,29,2,昭和の日
2003,5,3,6,憲法記念日
2003,5,4,0,みどりの日
2003,5,5,1,振替休日
2003,5,5,1,こどもの日
2003,7,21,1,海の日
2003,9,15,1,敬老の日
2003,9,23,2,秋分の日
2003,10,13,1,体育の日
2003,11,3,1,文化の日
2003,11,23,0,勤労感謝の日
2003,11,24,1,振替休日
2003,12,23,2,天皇誕生日
2004,1,1,4,元日
2004,1,12,1,成人の日
2004,2,11,3,建国記念の日
2004,3,20,6,春分の日
2004,4,29,4,昭和の日
2004,5,3,1,憲法記念日
2004,5,4,2,みどりの日
2004,5,5,3,こどもの日
2004,7,19,1,海の日
2004,9,20,1,敬老の日
2004,9,23,4,秋分の日
2004,10,11,1,体育の日
2004,11,3,3,文化の日
2004,11,23,2,勤労感謝の日
2004,12,23,4,天皇誕生日
2005,1,1,6,元日
2005,1,10,1,成人の日
2005,2,11,5,建国記念の日
2005,3,20,0,春分の日
2005,3,21,1,振替休日
2005,4,29,5,昭和の日
2005,5,3,2,憲法記念日
2005,5,4,3,みどりの日
2005,5,5,4,こどもの日
2005,7,18,1,海の日
2005,9,19,1,敬老の日
2005,9,23,5,秋分の日
2005,10,10,1,体育の日
2005,11,3,4,文化の日
2005,11,23,3,勤労感謝の日
2005,12,23,5,天皇誕生日
2006,1,1,0,元日
2006,1,2,1,振替休日
2006,1,9,1,成人の日
2006,2,11,6,建国記念の日
2006,3,21,2,春分の日
2006,4,29,6,昭和の日
2006,5,3,3,憲法記念日
2006,5,4,4,みどりの日
2006,5,5,5,こどもの日
2006,7,17,1,海の日
2006,9,18,1,敬老の日
2006,9,23,6,秋分の日
2006,10,9,1,体育の日
2006,11,3,5,文化の日
2006,11,23,4,勤労感謝の日
